Last Name,First Name,Country,Occupation,Event ID 1,Event ID 1 Citations ,Event ID 2,Event ID 2 Citations,Event ID 3,Event ID 3 Citations,Event ID 4,Event ID 4 Citations,Event ID 5,Event ID 5 Citations ,Event ID 6,Event ID 6 Ciation,Event ID 7,Event ID 7 Citation
Hunton,William Alphaeus,United States,Educational Director,ConfA,"Geiss, The Pan-African Movement, 382",AAPC,Adi & Sherwood 93,,,,,,,,,,
Huseyn,Mehti,Azerbaijan,Writer; Critic; Politician,1AAWConf,,,,,,,,,,,,,
Hussanini,Fuad,Saudi Arabia,"Functionary, Foreign Affiars",AAConfBandung,Seperamat 43,,,,,,,,,,,,
Hyun,U Kyaw Lin,Myanmar,,1AAWConf,"Liu, 163",,,,,,,,,,,,
Ibrahim,Sayed Hassan,Yemen,,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Impey,Catherine,,,1PanConf,"Adi, Pan-Africanism 78",,,,,,,,,,,,
Imru,Mikael,Ethiopia,Director-General of Communications and Civil Aviation,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Io,U   ,Myanmar,,1AAWConf,,,,,,,,,,,,,
Isarabhakdi,Vadhana,Thailand,Chief of South and South East Asia Division,AAConfBandung,,,,,,,,,,,,,
Ivy,James,United States,Scholar; Translator; Editor of The Crisis (NAACP),1IntBW,The 1st International Conference of Negro Writers and Artists,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,
Jabavu,Tengo,South Africa,Journalist,1URCong,"Geiss The Pan-African Movement 216; Adi, Pan-Africanism 90",,,,,,,,,,,,
Jackson,George,United States,Missionary,1PanCong,Adejumobi; Contee 24,,,,,,,,,,,,
JÃ_ger,Hans,Germany,communist,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Jalaluddin Abdur Rahim,,Pakistan,Political philosopher; Politician; Foreign service,AAConfBandung,,,,,,,,,,,,,
Jamali,Mohammad Fadhil,Iraq,Politician; Government minister,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
James,C.L.R.,Trinidad,Historian,5PanCong,,,,,,,,,,,,,
James,Marcus,Jamaica,Clergyman; Sociologist,1IntBW,The 1st International Conference of Negro Writers and Artists,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,
Jansz,N. J. L. ,Sri Lanka,"Assistant Secretary, Ministry of Defence and External Affairs",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Jellinek,Georg,Germany,,1URCong,Geiss The Pan-African Movement 216,,,,,,,,,,,,
Jenkinson,Anthony,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Jernagin,William,United States,Pastor; Civil rights activist,1PanCong,Worley and Contee 141,,,,,,,,,,,,
Jessamy,Kenneth,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Jha,C. S. ,India,Government minister,AAConfBandung,,,,,,,,,,,,,
Jimenez,Nicanor T. ,Philippines,Military commander,AAConfBandung,,,,,,,,,,,,,
Joachim,Paulin,Benin,,1IntBW,UNESCO 192; Babacar 992,,,,,,,,,,,,
Johnson,Adrian,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Johnson,Ernest E. ,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Johnson,F.S.R.,Liberia,ex-attorney-general,1PanConf,Geiss The Pan-African Movement 182,,,,,,,,,,,,
Johnson,Nathan B.,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Johnson,T. O ,Liberia,,3AAPC,https://www.cia.gov/library/readingroom/docs/CIA-RDP78-00915R001300320009-3.pdf,,,,,,,,,,,,
Jones,Anna H. ,United States,Teacher,1PanConf,,,,,,,,,,,,,
Jones,David D. ,,council member,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Jones,,United States,Mechanic,AAConfBandung,"Wright, Colored Curtain 1103",,,,,,,,,,,,
Jones-Quartey,H. A. B. ,,,ConfA,"Geiss, The Pan-African Movement, 382",,,,,,,,,,,,
Joseph Rudolph Grimes,,Liberia,Lawyer; Politician,AAConfBandung,,,,,,,,,,,,,
Kabdulov,Zeynulla,Kazakhstan,Writer; Playwright; Translator; Literary Critic; Professor,1AAWConf,,,,,,,,,,,,,
Kajiwara,Shigeyoshi,Japan,Politician  ,AAConfBandung,,,,,,,,,,,,,
Kakonge,John,Uganda,,3AAPC,https://www.cia.gov/library/readingroom/docs/CIA-RDP78-00915R001300320009-3.pdf,,,,,,,,,,,,
Kamel,Mostafa,Egypt,"Professir, Cairo University",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Kanwal,P. S. ,India,Administrative Officer,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Kaputikian,Silva,Armenia,Poet,1AAWConf,,,,,,,,,,,,,
Karamchand Gandhi,Mohandas,India and South Africa,lawyer in Johannesburg; leader of the Indian minority in South Africa,1URCong,Geiss The Pan-African Movement 216,,,,,,,,,,,,
Karmi,,Palestine,Arbeiterfraktion,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Kase,Toshikazu,Japan,Civil servant; diplomat; Ambassador to the UN,AAConfBandung,Ampiah 98,,,,,,,,,,,,
Kaskeline,Egon,,particpant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Katay Don Sasorith,,Laos,Prime Minister; politician; writer,AAConfBandung,,,,,,,,,,,,,
Katayama,Sen,Japan,communist,WAC,"Makalani, ""An Incessant Struggle"" 188",2LAI,"Petersson ""We Are Neither Visionaries Nor Utopian Dreamers,"" 323",,,,,,,,,,
Katz,Leopold,Austria,,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Kaufmann,Wilhem,Germany,,1URCong,Geiss The Pan-African Movement 216,,,,,,,,,,,,
Kaur,Prabhjot,India,Writer (Punjabi),1AAWConf,,,,,,,,,,,,,
Keilani,Haissam,Syria,Counselor,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Kenyata,Jomo,Kenya,Activist; student (future Prime Minister also President of Kenya),5PanCong,"Geiss, ""Pan-Africanism"" 193",TNITWT,"Geiss The Pan-African Movement, 357",PAF,Geiss The Pan-African Movement 390,2LAI,"Adi, ""Pan-Africanisn"" 198",,,,,,
Khadim ,Abdul Hamid,Iraq,Minister for Education,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Khalifa Abbas Al-Ubayd,,Sudan,Politician,AAConfBandung,,,,,,,,,,,,,
Khalili,Khalilullah,Afghanistan,Poet (Persian),1AAWConf,,,,,,,,,,,,,
Khaliquzzaman,Chaudhri,Pakistan,Politician; All India Muslim League leader; Diplomat,AAConfBandung,,,,,,,,,,,,,
Kidwai,A. J. ,India,"Deputy Secretary, Ministry of External Affairs",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Kieffer,Adah L. ,,council member,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Kim,E. W. ,Korea,Columbia University Korean Students Association,WAC,"""League Against Colonial Oppression"" booklet",,2LAI,"Petersson ""We Are Neither Visionaries Nor Utopian Dreamers,"" 323",,,,,,,,,
King,Bulu,Vietnam,Lawyer ,AAConfBandung,,,,,,,,,,,,,
King,C. D. B.,Liberia,future president; peace officer,1PanCong,Geiss The Pan-African Movement 238,,,,,,,,,,,,
King,Carol,,particpant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Kingston,Steve,,particpant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Kinh,Bulu,Vietnam,,AAConfBandung,,,,,,,,,,,,,
Kiwewe,Antoine,Congo,,3AAPC,https://www.cia.gov/library/readingroom/docs/CIA-RDP78-00915R001300320009-3.pdf,,,,,,,,,,,,
Kleinman,George,,particpant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Knittel,Fritz,Germany,communist,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Koe,R. ,China,Kuo Min Tang Party of China in Europe,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Kolu,Li,Korea,Korean Authors and Jounralists Federation,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Korsah,K. A. ,,future judge in Ghana,ConfLCP,"Geiss, The Pan African Movement, 387",,,,,,,,,,,,
Kotelawala,John,Sri Lanka,Prime Minister of Sri Lanka,AAConfBandung,"""Summary of the Views of Afro-Asian Countries on the Taiwan Issue""; ""Report from the Chinese Foreign Ministry, 'Several Distorted Views on the Asian-African Conference'""; ""Report from the Chinese Foreign Ministry, 'Comments on the Asian-African Conference from Capitalist Ruled Countries After the Asian-African Conference',"" Wright, Colored Curtain 1033; Seperempat Abad 50",,,,,,,,,,,,
Koudzi,Monaffac,Syria,Government minister; Foreign affairs,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
KouyatÃ©,Garan,West Africa/France,Representative of Ligue de DÃ©fense de la Race NÃ¨gre,2LAI,"Adi, ""Pan-Africanism"" 198",,,,,,,,,,,,
Kridakon,Dilokrit,Thailand,Prince of Thailand; Government minister,AAConfBandung,,,,,,,,,,,,,
Krishna Menon,V. K. ,India,Head of the Permanent Delegation to the U.N.O.,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Kruyt,J. W. ,Holland,Workers International Relief,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Kun,Bela,,writer,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Kuneralp,Zeki,Turkey,Diplomat,AAConfBandung,,,,,,,,,,,,,
Kunizaki,Teido,Japan/Germany,,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Kuo,FranÃ§ois Sengat,Cameroon,,1IntBW,UNESCO 192,,,,,,,,,,,,
Kut,Rev. I. Ransome,Nigeria?,headmaster Abeokuta Grammar School,ConfLCP,"Geiss, The Pan African Movement, 387",,,,,,,,,,,,
Kwang Sen,Hsiug,China,National People's Government,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
La Guma,James,South Africa,South African Communist Party,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Laez,Emmanuel,Philippines,Senator; Politican,AAConfBandung,,,,,,,,,,,,,
LagrosilliÃ¨re,,French Antilles,,1PanCong,Geiss The Pan-African Movement 238,,,,,,,,,,,,
Lakshmi Kumari,Chundawat,India,Writer (Marwari),1AAWConf,,,,,,,,,,,,,
Lall,K. B. ,India,"Joint Secretary, Ministry of Finance",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Lambertus Nicodemus Palar,,Indonesia,Diplomat,AAConfBandung,,,,,,,,,,,,,
Lamming,George,Barbados,Novelist; Critic; Essayist; Educator,1IntBW,The 1st International Conference of Negro Writers and Artists,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,
Lane,Thao,Laos,Government minister ,AAConfBandung,,,,,,,,,,,,,
Langevin,,France,professor,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Lansbury,George,United Kingdom,Member of Parliament,WAC,"Makalani, In the Cause of Freedom, 137; ""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Lasebikan,Ebenezer Latunde Lasebikan,Nigeria,Yoruban linguist,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
Laski,Harold,United Kingdom,socialist,3PanCong,Geiss The Pan-African Movement 251,,,,,,,,,,,,
Lawn,Duwa Zau,Myanmar,Minister for Kachin State,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Lee,Chas P.,United States,counsellor,1PanConf,Geiss The Pan-African Movement 182,,,,,,,,,,,,
Legitime,FranÃ§ois,Haiti,former President of Haiti,1URCong,"Adi, Pan-Africanism 90",,,,,,,,,,,,
Leibrand,Robert,Germany,communist,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Leonidze,Georgy,Georgia,Poet; Prose Writer; Literary Scholar,1AAWConf,,,,,,,,,,,,,
Lessing,Theodore (Theodor),Germany,professor,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Leum,Thao,Laos,Embassy First Secretary,AAConfBandung,,,,,,,,,,,,,
Leys,Norman,United Kindgom,,3PanCong,Geiss The Pan-African Movement 251,,,,,,,,,,,,
Li,Yaotang,China,,1AAWConf,,,,,,,,,,,,,
Li Fang,,China,trade union,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Liao,Chengzhi,China,Vice-Chairman of the Commission of Overseas Chinese Affairs,AAConfBandung,"""Regarding the Composition""; ""Cable from Zhang Hanfu, 'Daily Report on the Activities of the Delegation',"" April 21, 1955; Seperempat Abad 50",,,,,,,,,,,,
Liau,Hansin,China,Kuo Min Tang Party    ,WAC,"""League Against Colonial Oppression"" booklet",2LAI,"Petersson ""We Are Neither Visionaries Nor Utopian Dreamers,"" 323",,,,,,,,,,
Lieu,Dang Chan,Vietnam,,AAConfBandung,,,,,,,,,,,,,
Lima ,M. ,Angola,,1IntBW,UNESCO 192,,,,,,,,,,,,
Linton,A. Balfour,,particpant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Linton,Dr. Ralph,,particpant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Liszt,Franz v.,Germany,,1URCong,Geiss The Pan-African Movement 216,,,,,,,,,,,,
Lo-tin-ju,,China,Chinese KIM section,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Logan,Rayford W.,United States,ex-officer US army,1PanCong,Adejumobi; Contee 24,3PanCong,Geiss The Pan-African Movement 251,4PanCong,Geiss The Pan-African Movement,ConfA,,,,,,,
Loudin,J.F.,United States,Director of Fisk Jubilee Singers,1PanConf,Hooker 21,,,,,,,,,,,,
Loudin,Mrs. J.F.,United States,Wife of J.F. Loudin,1PanConf,Walters 254,,,,,,,,,,,,
Love,J.L.,United States,Professor,1PanConf,Hooker 21,,,,,,,,,,,,
Lu,General,China,General Feng's forces,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Luang Vichien Baedyakhom,,Thailand,,AAConfBandung,,,,,,,,,,,,,
Lubinski,,Germany,Labor leader,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Lumumba,Patrice Ã‰mery,Congo (Belgian),Politician,AAPC,Adi & Sherwood 114,,,,,,,,,,,,
Luschau,Felix v.,Germany,,1URCong,Geiss The Pan-African Movement 216,,,,,,,,,,,,
Ly Thaem Teng,,Cambodia,,1AAWConf,"Liu, 163",,,,,,,,,,,,
Ma Lai Khen,,Cambodia,,1AAWConf,,,,,,,,,,,,,
MacDonald,Mrs. L. J. ,,particpant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Macdonald,Ramsay,United Kingom,politician,3PanCong,Geiss The Pan-African Movement 252,,,,,,,,,,,,
MacKenzie,Norman,,council member,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Macquet,Claude,,,1IntBW,UNESCO 192,,,,,,,,,,,,
Madigepola,Stephen,India,Ceylon Trade Union Council,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Mahmud,Syed,India,Government minister,AAConfBandung,,,,,,,,,,,,,
Mainwaring,W.,,,ConfAP,https://seancreighton1947.wordpress.com/2015/07/02/the-conference-of-african-peoples-1939-in-julys-history-today/,,,,,,,,,,,,
Maiwandwal,Mohammad Hsshim,Afghanistan,Chief of Press; Ambassador; Diplomat; Politician,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Makarios III,,Cyprus,Archbishop; Politician,AAConfBandung,"Abdulgani 83; ""Report from the Chinese Foreign Ministry, 'Comments on the Asian-African Conference from Capitalist Ruled Countries After the Asian-African Conference',""",,,,,,,,,,,,
Makonnen,Endalkachew,Ethiopia,"Director General, Ministry of Foreign Affairs (in charge of Middle Eastern and Western Affairs); later Prime Minister of Ethiopia",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Makonnen,Ras T.,British Guiana/Ethiopia,,5PanCong,"Geiss, The Pan-African Movement, 401",PAF,"Geiss, The Pan-African Movement, 390",,,,,,,,,,
Malik,Charles Habib,Lebanon,Academic; Diplomat; Ambassador to US and UN; later President of UN General Assembly,AAConfBandung,"Abdulgani 61; """"Summary of the Views of Afro-Asian Countries on the Taiwan Issue""",,,,,,,,,,,,
Malikov,Kubanychbek,Kyrgyzstan,Poet; Playwright,1AAWConf,,,,,,,,,,,,,
Malone,L'Entronge,United Kingdom,Colonel,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Mamoun el-Kuzbari,,,Writer; Government minister,AAConfBandung,,,,,,,,,,,,,
Manaf,Abdul,Dutch East Indies,Perhimpounan Indonesia,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Manglapus,Raul S. ,Philippines,Politician; Government minister,AAConfBandung,,,,,,,,,,,,,
Mangones,Albert,Haiti,Sculptor; Activist; architect,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
Mangunsarkoro,S. ,Indonesia,Head of Deliberative Council for National Culture,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Manrique,C. ,Mexico,National Peasants League,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Mao,Dun,China,,1AAWConf,,,,,,,,,,,,,
Maran,RenÃ¨,France,Man of Lettres,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Marcos,Mario P. ,Philippines,Economist,AAConfBandung,,,,,,,,,,,,,
Marguerite,Victor,France,Man of Lettres,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Markham,James Gilbert,Ethiopia,Join Secretary,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Markham,James Gilbert,Ghana,"Journalist; Joint Secretary, Asian",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Markiwane,Tennyson,South Africa,,3AAPC,https://www.cia.gov/library/readingroom/docs/CIA-RDP78-00915R001300320009-3.pdf,,,,,,,,,,,,
Marshall,George,,council member,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Marti,Augustin,Central America,All-America Anti-Imperialist League,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Martinez Villena,Dr. RubÃ©n,Cuba,Students Federation,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Martini,Daniel,Italy,writer & journalist,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Martins,Carlos Deambrosis,Haiti,representative of Union Patriotique,WAC,"Adi, Pan-Africanism 197; Makalani, ""An Incessant Struggle"" 187",,,,,,,,,,,,
Maskur,K. H. ,Indonesia,Educator; Government minister,AAConfBandung,,,,,,,,,,,,,
Mason Joseph,H.,Antigua,reverend,1PanConf,Geiss The Pan-Aftrican Movement 183,,,,,,,,,,,,
Masone,Phouvong Phim,Laos,Government minister,AAConfBandung,,,,,,,,,,,,,
Mathieu,P. ,Guadeloupe,,1IntBW,UNESCO 192; Babacar 992,,,,,,,,,,,,
Matip ,Benjamin,Cameroon,Writer (French),1AAWConf,,1IntBW,UNESCO 192; Babacar 992,,,,,,,,,,
Mattar,Ahmed Hassan,France/Morocco,member of Ã‰toile Nord Africaine/Arab press,WAC,"Makalani, ""An Incessant Struggle"" 187; ""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Mau,Vu Van,Vietnam,Lawyer; Professor; Diplomat; later Prime Minister,AAConfBandung,,,,,,,,,,,,,
Maxton,James,United Kingdom,non-communist,WAC,"""League Against Colonial Oppression"" booklet",2LAI,"Ellison, ""The League Against Imperialism (British Section)"" 17; International Communism and Transnational Solidarity",,,,,,,,,,
Mbiti,John S. ,,Reverend,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,,,
Mboya,Tom,Kenya,Gen. Secretary,AAPC,Adi & Sherwood 149,3AAPC,https://www.cia.gov/library/readingroom/docs/CIA-RDP78-00915R001300320009-3.pdf,,,,,,,,,,
McClelland,Grant S. ,,particpant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
McNair,John,United Kingdom,press; rep. of New Leader,5PanCong,"Geiss, The Pan-African Movement, 398",,,,,,,,,,,,
Meenakshi Sundaram Pillai,,India,Scholar; Poet (Tamil),1AAWConf,,,,,,,,,,,,,
Meinecke,Friedrich,Germany,,1URCong,Geiss The Pan-African Movement 216,,,,,,,,,,,,
Melish,Rev. William H.,,particpant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Mella,Julio A. ,Mexico,secretary All-American Anti-Imperialist League,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
